1country,year,gdp,unemployment,employment-female,employment-male,employment,employment-15,employment-25,employment-55,expectancy-female,expectancy-male,code,population,Combined,1998event,2000event,2001event,2002event,2009event,hoverevent
JORDAN,1999,1720,14.38,,,,,,,,,JOR,,1999 JOR,0,0,0,0,0,
JORDAN,2000,1230,13.71,,,,,,,,,JOR,,2000 JOR,0,0,0,0,0,
JORDAN,2001,1492,14.69,,,,,,,,,JOR,,2001 JOR,0,0,0,0,0,
JORDAN,2002,1657,15.33,,,,,,,,,JOR,,2002 JOR,0,0,0,0,0,
JORDAN,2003,2062,14.44,,,,,,,,,JOR,,2003 JOR,0,0,0,0,0,
JORDAN,2004,2863,14.7,,,,,,,,,JOR,,2004 JOR,0,0,0,0,0,
JORDAN,2005,3753,14.84,,,,,,,,,JOR,,2005 JOR,0,0,0,0,0,
JORDAN,2006,5262,14.06,,,,,,,,,JOR,,2006 JOR,0,0,0,0,0,
JORDAN,2007,6626,13.1,,,,,,,,,JOR,,2007 JOR,0,0,0,0,0,
JORDAN,2008,8571,12.65,,,,,,,,,JOR,,2008 JOR,0,0,0,0,0,
JORDAN,2009,7119,12.94,,,,,,,,,JOR,,2009 JOR,0,0,0,0,0,
JORDAN,2010,4326,12.5,,,,,,,,,JOR,,2010 JOR,0,0,0,0,0,
KAZAKHSTAN,1995,1061,10.98,,,,,,,,,KAZ,,1995 KAZ,0,0,0,0,0,
KAZAKHSTAN,1996,1359,12.96,,,,,,,,,KAZ,,1996 KAZ,0,0,0,0,0,
KAZAKHSTAN,1997,1459,13.01,,,,,,,,,KAZ,,1997 KAZ,0,0,0,0,0,
KAZAKHSTAN,1998,1480,13.12,,,,,,,,,KAZ,,1998 KAZ,0,0,0,0,0,
KAZAKHSTAN,1999,1132,13.47,,,,,,,,,KAZ,,1999 KAZ,0,0,0,0,0,
KAZAKHSTAN,2000,399,12.75,,,,,,,,,KAZ,,2000 KAZ,0,1,0,0,0,"While there was fear of the coming Y2K experience, this mark of the turn of the century actually spurred growth starting later in the 2000s. "
KAZAKHSTAN,2001,413,10.43,,,,,,,,,KAZ,,2001 KAZ,0,0,0,0,0,
KAZAKHSTAN,2002,408,9.333,,,,,,,,,KAZ,,2002 KAZ,0,0,0,0,0,
KAZAKHSTAN,2003,456,8.777,,,,,,,,,KAZ,,2003 KAZ,0,0,0,0,0,
KAZAKHSTAN,2004,478,8.428,,,,,,,,,KAZ,,2004 KAZ,0,0,0,0,0,
KAZAKHSTAN,2005,547,8.1,,,,,,,,,KAZ,,2005 KAZ,0,0,0,0,0,
KAZAKHSTAN,2006,637,7.8,,,,,,,,,KAZ,,2006 KAZ,0,0,0,0,0,
KAZAKHSTAN,2007,749,7.258,,,,,,,,,KAZ,,2007 KAZ,0,0,0,0,0,
KAZAKHSTAN,2008,813,6.625,,,,,,,,,KAZ,,2008 KAZ,0,0,0,0,0,
KAZAKHSTAN,2009,793,6.575,,,,,,,,,KAZ,,2009 KAZ,0,0,0,0,0,
KAZAKHSTAN,2010,9009,5.775,,,,,,,,,KAZ,,2010 KAZ,0,0,0,0,0,
KENYA,1995,433,,,,,,,,,,KEN,,1995 KEN,0,0,0,0,0,
KENYA,1996,427,,,,,,,,,,KEN,,1996 KEN,0,0,0,0,0,
KENYA,1997,460,,,,,,,,,,KEN,,1997 KEN,0,0,0,0,0,
KENYA,1998,467,,,,,,,,,,KEN,,1998 KEN,0,0,0,0,0,
KENYA,1999,427,,,,,,,,,,KEN,,1999 KEN,0,0,0,0,0,
KENYA,2000,780,,,,,,,,,,KEN,,2000 KEN,0,0,0,0,0,
KENYA,2001,732,,,,,,,,,,KEN,,2001 KEN,0,0,0,0,0,
KENYA,2002,822,,,,,,,,,,KEN,,2002 KEN,0,0,0,0,0,
KENYA,2003,1024,,,,,,,,,,KEN,,2003 KEN,0,0,0,0,0,
KENYA,2004,1114,,,,,,,,,,KEN,,2004 KEN,0,0,0,0,0,
KENYA,2005,1139,,,,,,,,,,KEN,,2005 KEN,0,0,0,0,0,
KENYA,2006,1109,,,,,,,,,,KEN,,2006 KEN,0,0,0,0,0,
KENYA,2007,1295,,,,,,,,,,KEN,,2007 KEN,0,0,0,0,0,
KENYA,2008,1346,,,,,,,,,,KEN,,2008 KEN,0,0,0,0,0,
KENYA,2009,1187,,,,,,,,,,KEN,,2009 KEN,0,0,0,0,0,
KENYA,2010,810,,,,,,,,,,KEN,,2010 KEN,0,0,0,0,0,
KYRGYZSTAN,1995,325,5.7,,,,,,,,,KGZ,,1995 KGZ,0,0,0,0,0,
KYRGYZSTAN,1996,398,7.8,,,,,,,,,KGZ,,1996 KGZ,0,0,0,0,0,
KYRGYZSTAN,1997,373,5.7,,,,,,,,,KGZ,,1997 KGZ,0,0,0,0,0,
KYRGYZSTAN,1998,348,5.9,,,,,,,,,KGZ,,1998 KGZ,0,0,0,0,0,
KYRGYZSTAN,1999,260,7.2,,,,,,,,,KGZ,,1999 KGZ,0,0,0,0,0,
KYRGYZSTAN,2000,170,7.5,,,,,,,,,KGZ,,2000 KGZ,0,0,0,0,0,
KYRGYZSTAN,2001,151,7.8,,,,,,,,,KGZ,,2001 KGZ,0,0,0,0,0,
KYRGYZSTAN,2002,157,12.5,,,,,,,,,KGZ,,2002 KGZ,0,0,0,0,0,
KYRGYZSTAN,2003,187,9.9,,,,,,,,,KGZ,,2003 KGZ,0,0,0,0,0,
KYRGYZSTAN,2004,215,8.5,,,,,,,,,KGZ,,2004 KGZ,0,0,0,0,0,
KYRGYZSTAN,2005,270,8.1,,,,,,,,,KGZ,,2005 KGZ,0,0,0,0,0,
KYRGYZSTAN,2006,319,8.3,,,,,,,,,KGZ,,2006 KGZ,0,0,0,0,0,
KYRGYZSTAN,2007,337,8.2,,,,,,,,,KGZ,,2007 KGZ,0,0,0,0,0,
KYRGYZSTAN,2008,428,8.2,,,,,,,,,KGZ,,2008 KGZ,0,0,0,0,0,
KYRGYZSTAN,2009,304,8.4,,,,,,,,,KGZ,,2009 KGZ,0,0,0,0,0,
KYRGYZSTAN,2010,875,8.6,,,,,,,,,KGZ,,2010 KGZ,0,0,0,0,0,
KIRIBATI,1995,707,,,,,,,,,,KIR,,1995 KIR,0,0,0,0,0,
KIRIBATI,1996,832,,,,,,,,,,KIR,,1996 KIR,0,0,0,0,0,
KIRIBATI,1997,832,,,,,,,,,,KIR,,1997 KIR,0,0,0,0,0,
KIRIBATI,1998,821,,,,,,,,,,KIR,,1998 KIR,0,0,0,0,0,
KIRIBATI,1999,847,,,,,,,,,,KIR,,1999 KIR,0,0,0,0,0,
KIRIBATI,2000,278,,,,,,,,,,KIR,,2000 KIR,0,0,0,0,0,
KIRIBATI,2001,307,,,,,,,,,,KIR,,2001 KIR,0,0,0,0,0,
KIRIBATI,2002,320,,,,,,,,,,KIR,,2002 KIR,0,0,0,0,0,
KIRIBATI,2003,378,,,,,,,,,,KIR,,2003 KIR,0,0,0,0,0,
KIRIBATI,2004,431,,,,,,,,,,KIR,,2004 KIR,0,0,0,0,0,
KIRIBATI,2005,474,,,,,,,,,,KIR,,2005 KIR,0,0,0,0,0,
KIRIBATI,2006,541,,,,,,,,,,KIR,,2006 KIR,0,0,0,0,0,
KIRIBATI,2007,720,,,,,,,,,,KIR,,2007 KIR,0,0,0,0,0,
KIRIBATI,2008,959,,,,,,,,,,KIR,,2008 KIR,0,0,0,0,0,
KIRIBATI,2009,864,,,,,,,,,,KIR,,2009 KIR,0,0,0,0,0,
KIRIBATI,2010,1377,,,,,,,,,,KIR,,2010 KIR,0,0,0,0,0,
KUWAIT,1995,17252,1.5,,,,,,,,,KWT,,1995 KWT,0,0,0,0,0,
KUWAIT,1996,18525,1.8,,,,,,,,,KWT,,1996 KWT,0,0,0,0,0,
KUWAIT,1997,13741,0.699,,,,,,,,,KWT,,1997 KWT,0,0,0,0,0,
KUWAIT,1998,11425,0.711,,,,,,,,,KWT,,1998 KWT,0,0,0,0,0,
KUWAIT,1999,13358,0.791,,,,,,,,,KWT,,1999 KWT,0,0,0,0,0,
KUWAIT,2000,13080,0.777,,,,,,,,,KWT,,2000 KWT,0,0,0,0,0,
KUWAIT,2001,13090,1.097,,,,,,,,,KWT,,2001 KWT,0,0,0,0,0,
KUWAIT,2002,13200,1.305,,,,,,,,,KWT,,2002 KWT,0,0,0,0,0,
KUWAIT,2003,13363,1.221,,,,,,,,,KWT,,2003 KWT,0,0,0,0,0,
KUWAIT,2004,14419,1.42,,,,,,,,,KWT,,2004 KWT,0,0,0,0,0,
KUWAIT,2005,14474,1.349,,,,,,,,,KWT,,2005 KWT,0,0,0,0,0,
KUWAIT,2006,14610,1.37,,,,,,,,,KWT,,2006 KWT,0,0,0,0,0,
KUWAIT,2007,14712,1.701,,,,,,,,,KWT,,2007 KWT,0,0,0,0,0,
KUWAIT,2008,14879,1.671,,,,,,,,,KWT,,2008 KWT,0,0,0,0,0,
KUWAIT,2009,14916,1.639,,,,,,,,,KWT,,2009 KWT,0,0,0,0,0,
KUWAIT,2010,15481,2.072,,,,,,,,,KWT,,2010 KWT,0,0,0,0,0,
LAOS,1995,392,,,,,,,,,,LAO,,1995 LAO,0,0,0,0,0,
LAOS,1996,399,,,,,,,,,,LAO,,1996 LAO,0,0,0,0,0,
LAOS,1997,368,,,,,,,,,,LAO,,1997 LAO,0,0,0,0,0,
LAOS,1998,254,,,,,,,,,,LAO,,1998 LAO,0,0,0,0,0,
LAOS,1999,272,,,,,,,,,,LAO,,1999 LAO,0,0,0,0,0,
LAOS,2000,3271,,,,,,,,,,LAO,,2000 LAO,0,0,0,0,0,
LAOS,2001,3477,,,,,,,,,,LAO,,2001 LAO,0,0,0,0,0,
LAOS,2002,3933,,,,,,,,,,LAO,,2002 LAO,0,0,0,0,0,
LAOS,2003,4781,,,,,,,,,,LAO,,2003 LAO,0,0,0,0,0,
LAOS,2004,5922,,,,,,,,,,LAO,,2004 LAO,0,0,0,0,0,
LAOS,2005,6910,,,,,,,,,,LAO,,2005 LAO,0,0,0,0,0,
LAOS,2006,8653,,,,,,,,,,LAO,,2006 LAO,0,0,0,0,0,
LAOS,2007,12559,,,,,,,,,,LAO,,2007 LAO,0,0,0,0,0,
LAOS,2008,14731,,,,,,,,,,LAO,,2008 LAO,0,0,0,0,0,
LAOS,2009,11433,,,,,,,,,,LAO,,2009 LAO,0,0,0,0,0,
LAOS,2010,1105,,,,,,,,,,LAO,,2010 LAO,0,0,0,0,0,
LATVIA,1995,1982,6.951,,,,,,,,,LVA,,1995 LVA,0,0,0,0,0,
LATVIA,1996,2301,20.51,,,,,,,,,LVA,,1996 LVA,0,0,0,0,0,
LATVIA,1997,2558,15.38,,,,,,,,,LVA,,1997 LVA,0,0,0,0,0,
LATVIA,1998,2781,14.35,,,,,,,,,LVA,,1998 LVA,0,0,0,0,0,
LATVIA,1999,3038,14.47,,,,,,,,,LVA,,1999 LVA,0,0,0,0,0,
LATVIA,2000,4845,14.62,,,,,,,,,LVA,,2000 LVA,0,0,0,0,0,
LATVIA,2001,4890,13.35,,,,,,,,,LVA,,2001 LVA,0,0,0,0,0,
LATVIA,2002,5237,12.08,,,,,,,,,LVA,,2002 LVA,0,0,0,0,0,
LATVIA,2003,5421,10.74,,,,,,,,,LVA,,2003 LVA,0,0,0,0,0,
LATVIA,2004,5805,10.61,,,,,,,,,LVA,,2004 LVA,0,0,0,0,0,
LATVIA,2005,5824,8.821,,,,,,,,,LVA,,2005 LVA,0,0,0,0,0,
LATVIA,2006,5969,6.998,,,,,,,,,LVA,,2006 LVA,0,0,0,0,0,
LATVIA,2007,6666,6.201,,,,,,,,,LVA,,2007 LVA,0,0,0,0,0,
LATVIA,2008,7900,7.82,,,,,,,,,LVA,,2008 LVA,0,0,0,0,0,
LATVIA,2009,8983,17.32,,,,,,,,,LVA,,2009 LVA,0,0,0,0,0,
LATVIA,2010,10681,18.97,,,,,,,,,LVA,,2010 LVA,0,0,0,0,0,
LEBANON,1995,3536,,,,,,,,,,LBN,,1995 LBN,0,0,0,0,0,
LEBANON,1996,4052,,,,,,,,,,LBN,,1996 LBN,0,0,0,0,0,
LEBANON,1997,4767,,,,,,,,,,LBN,,1997 LBN,0,0,0,0,0,
LEBANON,1998,5067,,,,,,,,,,LBN,,1998 LBN,0,0,0,0,0,
LEBANON,1999,4997,,,,,,,,,,LBN,,1999 LBN,0,0,0,0,0,
LEBANON,2000,411,,,,,,,,,,LBN,,2000 LBN,0,0,0,0,0,
LEBANON,2001,371,,,,,,,,,,LBN,,2001 LBN,0,0,0,0,0,
LEBANON,2002,338,,,,,,,,,,LBN,,2002 LBN,0,0,0,0,0,
LEBANON,2003,503,,,,,,,,,,LBN,,2003 LBN,0,0,0,0,0,
LEBANON,2004,634,,,,,,,,,,LBN,,2004 LBN,0,0,0,0,0,
LEBANON,2005,700,,,,,,,,,,LBN,,2005 LBN,0,0,0,0,0,
LEBANON,2006,772,,,,,,,,,,LBN,,2006 LBN,0,0,0,0,0,
LEBANON,2007,855,,,,,,,,,,LBN,,2007 LBN,0,0,0,0,0,
LEBANON,2008,843,,,,,,,,,,LBN,,2008 LBN,0,0,0,0,0,
LEBANON,2009,899,,,,,,,,,,LBN,,2009 LBN,0,0,0,0,0,
LEBANON,2010,9501,,,,,,,,,,LBN,,2010 LBN,0,0,0,0,0,
LESOTHO,1995,473,,,,,,,,,,LSO,,1995 LSO,0,0,0,0,0,
LESOTHO,1996,466,,,,,,,,,,LSO,,1996 LSO,0,0,0,0,0,
LESOTHO,1997,480,,,,,,,,,,LSO,,1997 LSO,0,0,0,0,0,
LESOTHO,1998,461,,,,,,,,,,LSO,,1998 LSO,0,0,0,0,0,
LESOTHO,1999,441,,,,,,,,,,LSO,,1999 LSO,0,0,0,0,0,
LESOTHO,2000,214,,,,,,,,,,LSO,,2000 LSO,0,0,0,0,0,
LESOTHO,2001,215,,,,,,,,,,LSO,,2001 LSO,0,0,0,0,0,
LESOTHO,2002,220,,,,,,,,,,LSO,,2002 LSO,0,0,0,0,0,
LESOTHO,2003,173,,,,,,,,,,LSO,,2003 LSO,0,0,0,0,0,
LESOTHO,2004,196,,,,,,,,,,LSO,,2004 LSO,0,0,0,0,0,
LESOTHO,2005,220,,,,,,,,,,LSO,,2005 LSO,0,0,0,0,0,
LESOTHO,2006,236,,,,,,,,,,LSO,,2006 LSO,0,0,0,0,0,
LESOTHO,2007,287,,,,,,,,,,LSO,,2007 LSO,0,0,0,0,0,
LESOTHO,2008,321,,,,,,,,,,LSO,,2008 LSO,0,0,0,0,0,
LESOTHO,2009,319,,,,,,,,,,LSO,,2009 LSO,0,0,0,0,0,
LESOTHO,2010,430,,,,,,,,,,LSO,,2010 LSO,0,0,0,0,0,
LIBERIA,1995,,,,,,,,,,,LBR,,1995 LBR,0,0,0,0,0,
LIBERIA,1996,,,,,,,,,,,LBR,,1996 LBR,0,0,0,0,0,
LIBERIA,1997,,,,,,,,,,,LBR,,1997 LBR,0,0,0,0,0,
LIBERIA,1998,,,,,,,,,,,LBR,,1998 LBR,0,0,0,0,0,
LIBERIA,1999,,,,,,,,,,,LBR,,1999 LBR,0,0,0,0,0,
LIBERIA,2000,7150,,,,,,,,,,LBR,,2000 LBR,0,0,0,0,0,
LIBERIA,2001,6245,,,,,,,,,,LBR,,2001 LBR,0,0,0,0,0,
LIBERIA,2002,3935,,,,,,,,,,LBR,,2002 LBR,0,0,0,0,0,
LIBERIA,2003,4649,,,,,,,,,,LBR,,2003 LBR,0,0,0,0,0,
LIBERIA,2004,5745,,,,,,,,,,LBR,,2004 LBR,0,0,0,0,0,
LIBERIA,2005,8053,,,,,,,,,,LBR,,2005 LBR,0,0,0,0,0,
LIBERIA,2006,9161,,,,,,,,,,LBR,,2006 LBR,0,0,0,0,0,
LIBERIA,2007,11048,,,,,,,,,,LBR,,2007 LBR,0,0,0,0,0,
LIBERIA,2008,13943,,,,,,,,,,LBR,,2008 LBR,0,0,0,0,0,
LIBERIA,2009,9912,,,,,,,,,,LBR,,2009 LBR,0,0,0,0,0,
LIBERIA,2010,342,,,,,,,,,,LBR,,2010 LBR,0,0,0,0,0,
LIBYAN ARAB JAMAHIRIYA,1995,6755,,,,,,,,,,LBY,,1995 LBY,0,0,0,0,0,
LIBYAN ARAB JAMAHIRIYA,1996,7228,,,,,,,,,,LBY,,1996 LBY,0,0,0,0,0,
LIBYAN ARAB JAMAHIRIYA,1997,7252,,,,,,,,,,LBY,,1997 LBY,0,0,0,0,0,
LIBYAN ARAB JAMAHIRIYA,1998,5829,,,,,,,,,,LBY,,1998 LBY,0,0,0,0,0,
LIBYAN ARAB JAMAHIRIYA,1999,6860,,,,,,,,,,LBY,,1999 LBY,0,0,0,0,0,
LIBYAN ARAB JAMAHIRIYA,2000,3286,,,,,,,,,,LBY,,2000 LBY,0,0,0,0,0,
LIBYAN ARAB JAMAHIRIYA,2001,3510,,,,,,,,,,LBY,,2001 LBY,0,0,0,0,0,
LIBYAN ARAB JAMAHIRIYA,2002,4104,,,,,,,,,,LBY,,2002 LBY,0,0,0,0,0,
LIBYAN ARAB JAMAHIRIYA,2003,5413,,,,,,,,,,LBY,,2003 LBY,0,0,0,0,0,
LIBYAN ARAB JAMAHIRIYA,2004,6594,,,,,,,,,,LBY,,2004 LBY,0,0,0,0,0,
LIBYAN ARAB JAMAHIRIYA,2005,7644,,,,,,,,,,LBY,,2005 LBY,0,0,0,0,0,
LIBYAN ARAB JAMAHIRIYA,2006,8910,,,,,,,,,,LBY,,2006 LBY,0,0,0,0,0,
LIBYAN ARAB JAMAHIRIYA,2007,11648,,,,,,,,,,LBY,,2007 LBY,0,0,0,0,0,
LIBYAN ARAB JAMAHIRIYA,2008,14160,,,,,,,,,,LBY,,2008 LBY,0,0,0,0,0,
LIBYAN ARAB JAMAHIRIYA,2009,11103,,,,,,,,,,LBY,,2009 LBY,0,0,0,0,0,
LIBYAN ARAB JAMAHIRIYA,2010,11239,,,,,,,,,,LBY,,2010 LBY,0,0,0,0,0,
LITHUANIA,1995,,,,,,,,,,,LTU,,1995 LTU,0,0,0,0,0,
LITHUANIA,1996,,,,,,,,,,,LTU,,1996 LTU,0,0,0,0,0,
LITHUANIA,1997,,,,,,,,,,,LTU,,1997 LTU,0,0,0,0,0,
LITHUANIA,1998,,,,,,,,,,,LTU,,1998 LTU,0,0,0,0,0,
LITHUANIA,1999,3113,14.6,,,,,,,,,LTU,,1999 LTU,0,0,0,0,0,
LITHUANIA,2000,46592,16.38,,,,,,,,,LTU,,2000 LTU,0,0,0,0,0,
LITHUANIA,2001,45811,17.36,,,,,,,,,LTU,,2001 LTU,0,0,0,0,0,
LITHUANIA,2002,50794,13.76,,,,,,,,,LTU,,2002 LTU,0,0,0,0,0,
LITHUANIA,2003,64705,12.42,,,,,,,,,LTU,,2003 LTU,0,0,0,0,0,
LITHUANIA,2004,74565,11.37,,,,,,,,,LTU,,2004 LTU,0,0,0,0,0,
LITHUANIA,2005,81163,8.271,,,,,,,,,LTU,,2005 LTU,0,0,0,0,0,
LITHUANIA,2006,90199,5.622,,,,,,,,,LTU,,2006 LTU,0,0,0,0,0,
LITHUANIA,2007,107099,4.298,,,,,,,,,LTU,,2007 LTU,0,0,0,0,0,
LITHUANIA,2008,118909,5.842,,,,,,,,,LTU,,2008 LTU,0,0,0,0,0,
LITHUANIA,2009,104726,13.71,,,,,,,,,LTU,,2009 LTU,0,0,0,0,0,
LITHUANIA,2010,11116,17.81,,,,,,,,,LTU,,2010 LTU,0,0,0,0,0,
LUXEMBOURG,1995,50639,2.961,,,,,,,,,LUX,408625,1995 LUX,0,0,0,0,0,
LUXEMBOURG,1996,49743,3.241,,,,,,,,,LUX,408625,1996 LUX,0,0,0,0,0,
LUXEMBOURG,1997,44227,3.302,,,,,,,,,LUX,408625,1997 LUX,0,0,0,0,0,
LUXEMBOURG,1998,45643,3.057,,,,,,,,,LUX,408625,1998 LUX,0,0,0,0,0,
LUXEMBOURG,1999,49280,2.89,,,,,,,,,LUX,408625,1999 LUX,0,0,0,0,0,
LUXEMBOURG,2000,50205,2.5,,,,,,,,,LUX,408625,2000 LUX,0,0,0,0,0,
LUXEMBOURG,2001,51705,2.3,,,,,,,,,LUX,408625,2001 LUX,0,0,0,0,0,
LUXEMBOURG,2002,51861,2.6,,,,,,,,,LUX,408625,2002 LUX,0,0,0,0,0,
LUXEMBOURG,2003,52353,3.5,,,,,,,,,LUX,408625,2003 LUX,0,0,0,0,0,
LUXEMBOURG,2004,52717,3.9,,,,,,,,,LUX,408625,2004 LUX,0,0,0,0,0,
LUXEMBOURG,2005,52944,4.3,,,,,,,,,LUX,408625,2005 LUX,0,0,0,0,0,
LUXEMBOURG,2006,53219,4.5,,,,,,,,,LUX,408625,2006 LUX,0,0,0,0,0,
LUXEMBOURG,2007,53998,4.4,,,,,,,,,LUX,408625,2007 LUX,0,0,0,0,0,
LUXEMBOURG,2008,64828,4.4,,,,,,,,,LUX,408625,2008 LUX,0,0,0,0,0,
LUXEMBOURG,2009,84548,5.8,,,,,,,,,LUX,408625,2009 LUX,0,0,0,0,0,
LUXEMBOURG,2010,105509,6.2,,,,,,,,,LUX,408625,2010 LUX,0,0,0,0,0,
MADAGASCAR,1995,227,,,,,,,,,,MDG,,1995 MDG,0,0,0,0,0,
MADAGASCAR,1996,278,,,,,,,,,,MDG,,1996 MDG,0,0,0,0,0,
MADAGASCAR,1997,239,,,,,,,,,,MDG,,1997 MDG,0,0,0,0,0,
MADAGASCAR,1998,245,,,,,,,,,,MDG,,1998 MDG,0,0,0,0,0,
MADAGASCAR,1999,237,,,,,,,,,,MDG,,1999 MDG,0,0,0,0,0,
MADAGASCAR,2000,240,,,,,,,,,,MDG,,2000 MDG,0,0,0,0,0,
MADAGASCAR,2001,272,,,,,,,,,,MDG,,2001 MDG,0,0,0,0,0,
MADAGASCAR,2002,256,,,,,,,,,,MDG,,2002 MDG,0,0,0,0,0,
MADAGASCAR,2003,310,,,,,,,,,,MDG,,2003 MDG,0,0,0,0,0,
MADAGASCAR,2004,241,,,,,,,,,,MDG,,2004 MDG,0,0,0,0,0,
MADAGASCAR,2005,270,,,,,,,,,,MDG,,2005 MDG,0,0,0,0,0,
MADAGASCAR,2006,288,,,,,,,,,,MDG,,2006 MDG,0,0,0,0,0,
MADAGASCAR,2007,373,,,,,,,,,,MDG,,2007 MDG,0,0,0,0,0,
MADAGASCAR,2008,466,,,,,,,,,,MDG,,2008 MDG,0,0,0,0,0,
MADAGASCAR,2009,412,,,,,,,,,,MDG,,2009 MDG,0,0,0,0,0,
MADAGASCAR,2010,410,,,,,,,,,,MDG,,2010 MDG,0,0,0,0,0,
MALAWI,1995,131,,,,,,,,,,MWI,,1995 MWI,0,0,0,0,0,
MALAWI,1996,210,,,,,,,,,,MWI,,1996 MWI,0,0,0,0,0,
MALAWI,1997,239,,,,,,,,,,MWI,,1997 MWI,0,0,0,0,0,
MALAWI,1998,153,,,,,,,,,,MWI,,1998 MWI,0,0,0,0,0,
MALAWI,1999,151,,,,,,,,,,MWI,,1999 MWI,0,0,0,0,0,
MALAWI,2000,144,,,,,,,,,,MWI,,2000 MWI,0,0,0,0,0,
MALAWI,2001,139,,,,,,,,,,MWI,,2001 MWI,0,0,0,0,0,
MALAWI,2002,207,,,,,,,,,,MWI,,2002 MWI,0,0,0,0,0,
MALAWI,2003,183,,,,,,,,,,MWI,,2003 MWI,0,0,0,0,0,
MALAWI,2004,196,,,,,,,,,,MWI,,2004 MWI,0,0,0,0,0,
MALAWI,2005,202,,,,,,,,,,MWI,,2005 MWI,0,0,0,0,0,
MALAWI,2006,222,,,,,,,,,,MWI,,2006 MWI,0,0,0,0,0,
MALAWI,2007,253,,,,,,,,,,MWI,,2007 MWI,0,0,0,0,0,
MALAWI,2008,288,,,,,,,,,,MWI,,2008 MWI,0,0,0,0,0,
MALAWI,2009,330,,,,,,,,,,MWI,,2009 MWI,0,0,0,0,0,
MALAWI,2010,343,,,,,,,,,,MWI,,2010 MWI,0,0,0,0,0,
MALAYSIA,1995,4295,3.143,,,,,,,,,MYS,,1995 MYS,0,0,0,0,0,
MALAYSIA,1996,4752,2.516,,,,,,,,,MYS,,1996 MYS,0,0,0,0,0,
MALAYSIA,1997,4601,2.445,,,,,,,,,MYS,,1997 MYS,0,0,0,0,0,
MALAYSIA,1998,3232,3.197,,,,,,,,,MYS,,1998 MYS,1,0,0,0,0,"While Malaysia did not suffer directly from the Asian Financial Crisis as much as other east Asian nations, there was a significant decrease in foreign direct investments."
MALAYSIA,1999,3455,3.428,,,,,,,,,MYS,,1999 MYS,0,0,0,0,0,
MALAYSIA,2000,3992,3.002,,,,,,,,,MYS,,2000 MYS,0,0,0,0,0,
MALAYSIA,2001,3846,3.53,,,,,,,,,MYS,,2001 MYS,0,0,0,0,0,
MALAYSIA,2002,4078,3.475,,,,,,,,,MYS,,2002 MYS,0,0,0,0,0,
MALAYSIA,2003,4352,3.611,,,,,,,,,MYS,,2003 MYS,0,0,0,0,0,
MALAYSIA,2004,4816,3.544,,,,,,,,,MYS,,2004 MYS,0,0,0,0,0,
MALAYSIA,2005,5421,3.534,,,,,,,,,MYS,,2005 MYS,0,0,0,0,0,
MALAYSIA,2006,6066,3.327,,,,,,,,,MYS,,2006 MYS,0,0,0,0,0,
MALAYSIA,2007,7122,3.2,,,,,,,,,MYS,,2007 MYS,0,0,0,0,0,
MALAYSIA,2008,8390,3.3,,,,,,,,,MYS,,2008 MYS,0,0,0,0,0,
MALAYSIA,2009,7252,3.7,,,,,,,,,MYS,,2009 MYS,0,0,0,0,0,
MALAYSIA,2010,8737,3.4,,,,,,,,,MYS,,2010 MYS,0,0,0,0,0,
MALDIVES,1995,1903,,,,,,,,,,MDV,,1995 MDV,0,0,0,0,0,
MALDIVES,1996,2108,,,,,,,,,,MDV,,1996 MDV,0,0,0,0,0,
MALDIVES,1997,2554,,,,,,,,,,MDV,,1997 MDV,0,0,0,0,0,
MALDIVES,1998,2659,,,,,,,,,,MDV,,1998 MDV,0,0,0,0,0,
MALDIVES,1999,2843,,,,,,,,,,MDV,,1999 MDV,0,0,0,0,0,
MALDIVES,2000,2967,,,,,,,,,,MDV,,2000 MDV,0,0,0,0,0,
MALDIVES,2001,2780,,,,,,,,,,MDV,,2001 MDV,0,0,0,0,0,
MALDIVES,2002,2952,,,,,,,,,,MDV,,2002 MDV,0,0,0,0,0,
MALDIVES,2003,3394,,,,,,,,,,MDV,,2003 MDV,0,0,0,0,0,
MALDIVES,2004,3716,,,,,,,,,,MDV,,2004 MDV,0,0,0,0,0,
MALDIVES,2005,3379,,,,,,,,,,MDV,,2005 MDV,0,0,0,0,0,
MALDIVES,2006,4360,,,,,,,,,,MDV,,2006 MDV,0,0,0,0,0,
MALDIVES,2007,5058,,,,,,,,,,MDV,,2007 MDV,0,0,0,0,0,
MALDIVES,2008,6110,,,,,,,,,,MDV,,2008 MDV,0,0,0,0,0,
MALDIVES,2009,6170,,,,,,,,,,MDV,,2009 MDV,0,0,0,0,0,
MALDIVES,2010,6485,,,,,,,,,,MDV,,2010 MDV,0,0,0,0,0,
MALI,1995,283,,,,,,,,,,MLI,,1995 MLI,0,0,0,0,0,
MALI,1996,281,,,,,,,,,,MLI,,1996 MLI,0,0,0,0,0,
MALI,1997,261,,,,,,,,,,MLI,,1997 MLI,0,0,0,0,0,
MALI,1998,271,,,,,,,,,,MLI,,1998 MLI,0,0,0,0,0,
MALI,1999,266,,,,,,,,,,MLI,,1999 MLI,0,0,0,0,0,
MALI,2000,236,,,,,,,,,,MLI,,2000 MLI,0,0,0,0,0,
MALI,2001,259,,,,,,,,,,MLI,,2001 MLI,0,0,0,0,0,
MALI,2002,267,,,,,,,,,,MLI,,2002 MLI,0,0,0,0,0,
