1country,year,gdp,unemployment,employment-female,employment-male,employment,employment-15,employment-25,employment-55,expectancy-female,expectancy-male,code,population,Combined,1998event,2000event,2001event,2002event,2009event,hoverevent
AFGHANISTAN,1995,,,58.97618,76.4073,67.73194,,75.16797,41.73399,80.8,75,AFG,,1995 AFG,0,0,0,0,0,
AFGHANISTAN,1996,,,58.92079,76.29502,67.64166,,74.9455,42.3562,81.1,75.2,AFG,,1996 AFG,0,0,0,0,0,
AFGHANISTAN,1997,,,58.87592,75.76854,67.35358,,74.92458,42.69803,81.3,75.6,AFG,,1997 AFG,0,0,0,0,0,
AFGHANISTAN,1998,,,59.57731,76.18668,67.91563,,75.25887,43.86469,81.5,75.9,AFG,,1998 AFG,0,0,0,0,0,
AFGHANISTAN,1999,,,60.03582,76.64407,68.35696,,75.54603,44.30614,81.8,76.2,AFG,,1999 AFG,0,0,0,0,0,
AFGHANISTAN,2000,,,61.44,77.09045,69.26764,,76.34378,46.22453,82,76.6,AFG,,2000 AFG,0,0,0,0,0,
AFGHANISTAN,2001,,,61.67306,76.37852,69.0219,,76.30023,46.7724,82.4,77,AFG,,2001 AFG,0,0,0,0,0,
AFGHANISTAN,2002,181,,62.03537,76.68374,69.35529,,76.70561,48.54367,82.6,77.4,AFG,,2002 AFG,0,0,0,0,0,
AFGHANISTAN,2003,193,,62.9567,77.0284,69.9869,,77.24817,50.30263,82.8,77.8,AFG,,2003 AFG,0,0,0,0,0,
AFGHANISTAN,2004,214,,63.00087,77.60668,70.29794,,77.44061,51.7044,83,78.1,AFG,,2004 AFG,0,0,0,0,0,
AFGHANISTAN,2005,244,,64.59695,78.48016,71.53259,,78.74916,53.50882,83.3,78.5,AFG,,2005 AFG,0,0,0,0,0,
AFGHANISTAN,2006,264,,65.49911,78.81688,72.15391,,79.21494,55.44968,83.5,78.7,AFG,,2006 AFG,0,0,0,0,0,
AFGHANISTAN,2007,319,,66.13304,79.5686,72.84976,,79.97159,56.6093,83.7,79,AFG,,2007 AFG,0,0,0,0,0,
AFGHANISTAN,2008,369,,66.74075,79.66698,73.20745,,80.30764,57.37276,83.7,79.2,AFG,,2008 AFG,0,0,0,0,0,
AFGHANISTAN,2009,427,,66.28682,77.76779,72.033,,79.13431,59.01752,83.9,79.3,AFG,,2009 AFG,0,0,0,0,0,
AFGHANISTAN,2010,528,,66.17974,78.5788,72.3813,,79.48695,60.63243,84,79.5,AFG,,2010 AFG,0,0,0,0,0,
ALBANIA,1995,894,,,,,,,,80.1,73.4,ALB,,1995 ALB,0,0,0,0,0,
ALBANIA,1996,984,,,,,,,,80.2,73.7,ALB,,1996 ALB,0,0,0,0,0,
ALBANIA,1997,711,,,,,,,,80.7,74.1,ALB,,1997 ALB,0,0,0,0,0,
ALBANIA,1998,891,,,,,,,,81,74.5,ALB,,1998 ALB,0,0,0,0,0,
ALBANIA,1999,1107,,59.55,77.575,68.525,56.3,81.8,27.65,81,74.9,ALB,,1999 ALB,0,0,0,0,0,
ALBANIA,2000,1190,,59.625,77.375,68.5,52.55,82.625,28.85,81.2,75.2,ALB,,2000 ALB,0,0,0,0,0,
ALBANIA,2001,1323,,60.125,76.7,68.375,51.375,82.75,28.675,81.7,75.6,ALB,,2001 ALB,0,0,0,0,0,
ALBANIA,2002,1434,,61.25,76.375,68.75,51.675,83.6,29.075,81.7,75.8,ALB,,2002 ALB,0,0,0,0,0,
ALBANIA,2003,1847,,61.575,76.375,68.95,51.125,84.025,30.275,81.5,75.9,ALB,,2003 ALB,0,0,0,0,0,
ALBANIA,2004,2351,,60.7,74.9,67.775,51.875,82.625,28.8,82.1,76.4,ALB,,2004 ALB,0,0,0,0,0,
ALBANIA,2005,2614,,61.975,75.375,68.65,53.075,82.575,31.825,82.2,76.6,ALB,,2005 ALB,0,0,0,0,0,
ALBANIA,2006,2860,,63.45,76.925,70.175,54.025,83.475,35.55,82.8,77.1,ALB,,2006 ALB,0,0,0,0,0,
ALBANIA,2007,3384,,64.4,78.45,71.4,55.525,84.025,38.65,83.1,77.4,ALB,,2007 ALB,0,0,0,0,0,
ALBANIA,2008,4087,,65.775,78.475,72.075,55.875,84.375,41.025,83.3,77.8,ALB,,2008 ALB,0,0,0,0,0,
ALBANIA,2009,3809,,66.45,76.875,71.6,54.5,84.05,41.075,83.2,77.6,ALB,,2009 ALB,0,0,0,0,0,
ALBANIA,2010,3705,,66.375,77.15,71.725,53.625,84.175,42.4,83.5,77.9,ALB,,2010 ALB,0,0,0,0,0,
ANGOLA,1995,377,,,,,,,,80.4,73.5,AGO,,1995 AGO,0,0,0,0,0,
ANGOLA,1996,470,,,,,,,,80.7,73.9,AGO,,1996 AGO,0,0,0,0,0,
ANGOLA,1997,536,,,,,,,,80.7,74.2,AGO,,1997 AGO,0,0,0,0,0,
ANGOLA,1998,442,,,,,,,,80.7,74.4,AGO,,1998 AGO,0,0,0,0,0,
ANGOLA,1999,406,,50.35,68.1,59.3,28.2,76.225,24.575,81,74.4,AGO,,1999 AGO,0,0,0,0,0,
ANGOLA,2000,1795,,51.475,69.45,60.525,29.125,77.375,26.3,81,74.6,AGO,,2000 AGO,0,0,0,0,0,
ANGOLA,2001,1769,,50.95,68.8,59.95,29.7,76.625,25.1,81.2,74.9,AGO,,2001 AGO,0,0,0,0,0,
ANGOLA,2002,1807,,51.4,68.25,59.9,29.35,76.525,26.575,81.2,75.1,AGO,,2002 AGO,0,0,0,0,0,
ANGOLA,2003,2128,,51.825,67.25,59.6,27.35,76.5,28.125,81.1,75.3,AGO,,2003 AGO,0,0,0,0,0,
ANGOLA,2004,2637,,52.65,67.875,60.35,27.8,77.25,30,81.9,76,AGO,,2004 AGO,0,0,0,0,0,
ANGOLA,2005,3142,,53.8,68.25,61.075,27.475,78.3,31.8,81.9,76.2,AGO,,2005 AGO,0,0,0,0,0,
ANGOLA,2006,3517,,53.975,67.925,61,27.575,78.375,31.975,82.3,76.6,AGO,,2006 AGO,0,0,0,0,0,
ANGOLA,2007,3967,,55.3,68.7,62.025,27.475,79.675,34.375,82.6,77.1,AGO,,2007 AGO,0,0,0,0,0,
ANGOLA,2008,4996,,56.15,68.575,62.4,27.4,80.45,34.5,82.6,76.9,AGO,,2008 AGO,0,0,0,0,0,
ANGOLA,2009,3954,,55.975,67.15,61.6,25.35,79.75,35.225,82.8,77.3,AGO,,2009 AGO,0,0,0,0,0,
ANGOLA,2010,4329,,56.525,67.45,62.025,25.225,80,37.35,83,77.6,AGO,,2010 AGO,0,0,0,0,0,
ANTIGUA AND BARBUDA,1995,8751,,61.59167,73.43333,67.525,53.78333,76.2,43.1855,81,75,ATG,,1995 ATG,0,0,0,0,0,
ANTIGUA AND BARBUDA,1996,9343,,61.50834,73.15833,67.35,52.66667,76.16666,43.47093,81.1,75.2,ATG,,1996 ATG,0,0,0,0,0,
ANTIGUA AND BARBUDA,1997,9754,,62.11666,73.83334,67.98333,51.475,77.325,44.49408,81.2,75.4,ATG,,1997 ATG,0,0,0,0,0,
ANTIGUA AND BARBUDA,1998,10168,,63.49166,74.35,68.95,52.44167,78.35833,45.31283,81.3,75.7,ATG,,1998 ATG,0,0,0,0,0,
ANTIGUA AND BARBUDA,1999,10438,,64.625,75.36667,69.98333,54.54167,79.175,46.75072,81.5,76,ATG,,1999 ATG,0,0,0,0,0,
ANTIGUA AND BARBUDA,2000,585,,65.63333,76.15833,70.9,56.23333,79.88333,48.09698,81.7,76.3,ATG,,2000 ATG,0,0,0,0,0,
ANTIGUA AND BARBUDA,2001,556,,65.9,75.68333,70.78333,56.325,79.8,48.22171,81.9,76.6,ATG,,2001 ATG,0,0,0,0,0,
ANTIGUA AND BARBUDA,2002,689,,66.925,75.85833,71.40833,57.425,80.25833,50.0751,82,77,ATG,,2002 ATG,0,0,0,0,0,
ANTIGUA AND BARBUDA,2003,820,,67.99167,76.35,72.175,58.10833,80.81667,53.01815,82.2,77.2,ATG,,2003 ATG,0,0,0,0,0,
ANTIGUA AND BARBUDA,2004,1130,,68.3,76.58334,72.45,57.85,81.31667,53.89979,82.3,77.5,ATG,,2004 ATG,0,0,0,0,0,
ANTIGUA AND BARBUDA,2005,1699,,68.15833,76.625,72.38333,57.65,81.29166,54.74407,82.5,77.7,ATG,,2005 ATG,0,0,0,0,0,
ANTIGUA AND BARBUDA,2006,2446,,68.83334,76.69167,72.775,58.46667,81.625,55.54096,82.8,78,ATG,,2006 ATG,0,0,0,0,0,
ANTIGUA AND BARBUDA,2007,3443,,69.925,77.075,73.50833,59.45,82.23333,57.04148,83,78.3,ATG,,2007 ATG,0,0,0,0,0,
ANTIGUA AND BARBUDA,2008,4671,,70.05833,77.15,73.6,59.7,82.30833,57.50907,,,ATG,,2008 ATG,0,0,0,0,0,
ANTIGUA AND BARBUDA,2009,4082,,69.03333,73.9,71.45834,55.50834,80.325,57.56693,,,ATG,,2009 ATG,0,0,0,0,0,
ANTIGUA AND BARBUDA,2010,12986,,68.83334,74.25833,71.54166,54.95833,80.475,58.31457,83.1,78.5,ATG,,2010 ATG,0,0,0,0,0,
ALGERIA,1995,1499,28.11,,,,,,,78.2,71.5,DZA,,1995 DZA,0,0,0,0,0,
ALGERIA,1996,1643,27.99,,,,,,,78.6,71.8,DZA,,1996 DZA,0,0,0,0,0,
ALGERIA,1997,1659,27.96,,,,,,,79.1,72.4,DZA,,1997 DZA,0,0,0,0,0,
ALGERIA,1998,1633,28.02,,,,,,,79,72.6,DZA,,1998 DZA,0,0,0,0,0,
ALGERIA,1999,1630,29.29,,,,,,,79.1,72.9,DZA,,1999 DZA,0,0,0,0,0,
ALGERIA,2000,10212,29.5,,,,,,,80,73.7,DZA,,2000 DZA,0,0,0,0,0,
ALGERIA,2001,9895,27.31,,,,,,,80,73.6,DZA,,2001 DZA,0,0,0,0,0,
ALGERIA,2002,10078,25.66,,,,,,,80.7,74.1,DZA,,2002 DZA,0,0,0,0,0,
ALGERIA,2003,10451,23.72,,,,,,,80.5,74.3,DZA,,2003 DZA,0,0,0,0,0,
ALGERIA,2004,10982,17.66,,,,,,,80.5,74.4,DZA,,2004 DZA,0,0,0,0,0,
ALGERIA,2005,11995,15.27,38.03411,71.08291,54.44468,25.36164,67.53751,51.03481,80.9,74.9,DZA,,2005 DZA,0,0,0,0,0,
ALGERIA,2006,13490,12.51,39.14529,72.00408,55.5009,25.99293,68.37359,53.20664,81.4,75.5,DZA,,2006 DZA,0,0,0,0,0,
ALGERIA,2007,15131,13.79,40.43544,72.34777,56.3303,26.38727,69.48983,54.41788,80.7,75,DZA,,2007 DZA,0,0,0,0,0,
ALGERIA,2008,15636,11.33,42.06648,72.58144,57.2645,27.44823,70.34601,55.74767,80.6,75.1,DZA,,2008 DZA,0,0,0,0,0,
ALGERIA,2009,13829,10.17,42.17682,70.04861,56.06453,25.78601,69.19331,55.35394,81.9,75.8,DZA,,2009 DZA,0,0,0,0,0,
ALGERIA,2010,4573,9.961,46.65386,72.05754,59.32086,30.53207,72.04823,58.00554,82,75.9,DZA,,2010 DZA,0,0,0,0,0,
ARGENTINA,1995,7531,18.85,,,,,,,76.8,69.7,ARG,,1995 ARG,0,0,0,0,0,
ARGENTINA,1996,7862,19.12,,,,,,,77.5,70.4,ARG,,1996 ARG,0,0,0,0,0,
ARGENTINA,1997,8381,15.95,,,,,,,77.6,70.5,ARG,,1997 ARG,0,0,0,0,0,
ARGENTINA,1998,8478,14.79,,,,,,,78.2,71.2,ARG,,1998 ARG,0,0,0,0,0,
ARGENTINA,1999,7970,16.06,57.375,74,65.625,38.275,81.925,37.55,78.3,71.5,ARG,,1999 ARG,0,0,0,0,0,
ARGENTINA,2000,7917,17.13,56.9,73.15,64.975,36.35,81.575,36.275,78.5,71.7,ARG,,2000 ARG,0,0,0,0,0,
ARGENTINA,2001,7418,19.21,56.925,73.175,65.025,34.25,82.1,37.075,78.6,72.1,ARG,,2001 ARG,0,0,0,0,0,
ARGENTINA,2002,2656,22.45,57.025,73.875,65.425,32.225,82.5,40.75,78.7,72.1,ARG,,2002 ARG,0,0,0,1,0,"Given its strong relationship with the United States as a trading partner, Argentina saw the effects of post-9/11. There was also a currency crisis in Argentina around this time."
ARGENTINA,2003,3439,17.25,56.35,73.1,64.725,29.975,81.675,42.25,78.6,72,ARG,,2003 ARG,0,0,0,0,0,
ARGENTINA,2004,4048,13.63,56,72.325,64.175,27.775,81.4,42.675,79.2,72.6,ARG,,2004 ARG,0,0,0,0,0,
ARGENTINA,2005,4782,11.58,56.25,73.275,64.8,27.45,82,44.475,79.2,72.9,ARG,,2005 ARG,0,0,0,0,0,
ARGENTINA,2006,5541,10.18,56.775,73.675,65.275,27.675,82.55,45.2,79.9,73.5,ARG,,2006 ARG,0,0,0,0,0,
ARGENTINA,2007,6705,8.475,57.275,74.825,66.075,28.475,83.45,46,80.2,73.8,ARG,,2007 ARG,0,0,0,0,0,
ARGENTINA,2008,8270,7.875,57.575,75.425,66.55,28.075,83.85,47.6,80.5,74.1,ARG,,2008 ARG,0,0,0,0,0,
ARGENTINA,2009,7708,8.675,56.675,73.85,65.375,26.55,82.5,46.85,80.5,74.2,ARG,,2009 ARG,0,0,0,0,0,
ARGENTINA,2010,9162,7.75,56.25,73.525,64.975,25.225,82.15,46.5,80.9,74.5,ARG,,2010 ARG,0,0,0,0,0,
ARMENIA,1995,351,,,,,,,,77.9,72.7,ARM,,1995 ARM,0,0,0,0,0,
ARMENIA,1996,445,,,,,,,,78.4,73.1,ARM,,1996 ARM,0,0,0,0,0,
ARMENIA,1997,467,,,,,,,,78.6,73.6,ARM,,1997 ARM,0,0,0,0,0,
ARMENIA,1998,551,,,,,,,,79,74,ARM,,1998 ARM,0,0,0,0,0,
ARMENIA,1999,549,,71.125,80.875,76.05,65.45,83.95,54.525,79,74.2,ARM,,1999 ARM,0,0,0,0,0,
ARMENIA,2000,593,,71.625,80.775,76.25,65.975,84.125,55.725,79.2,74.5,ARM,,2000 ARM,0,0,0,0,0,
ARMENIA,2001,659,38.4,72.025,80.225,76.2,62.275,84.4,57.975,79.3,74.7,ARM,,2001 ARM,0,0,0,0,0,
ARMENIA,2002,740,35.3,71.7,79.975,75.875,63.525,84.05,57.875,79.4,74.8,ARM,,2002 ARM,0,0,0,0,0,
ARMENIA,2003,874,31.2,70.525,79.675,75.125,59.575,83.475,60.2,79.8,75,ARM,,2003 ARM,0,0,0,0,0,
ARMENIA,2004,1113,31.6,71.575,79.7,75.675,62.3,83.725,60.3,80.2,75.4,ARM,,2004 ARM,0,0,0,0,0,
ARMENIA,2005,1523,31.2,71.9,79.85,75.9,62.275,84.525,59.5,80.5,76,ARM,,2005 ARM,0,0,0,0,0,
ARMENIA,2006,1982,27.8,73.45,81.225,77.375,64.55,86.075,60.7,80.7,76.1,ARM,,2006 ARM,0,0,0,0,0,
ARMENIA,2007,2853,28.7,73.175,80.775,77,65.325,86.125,58.95,80.6,76.2,ARM,,2007 ARM,0,0,0,0,0,
ARMENIA,2008,3606,16.4,74.075,81.575,77.85,66.4,87.5,58.375,81,76.5,ARM,,2008 ARM,0,0,0,0,0,
ARMENIA,2009,2647,18.7,72.7,77.975,75.375,62.525,84.675,58.25,81.1,76.9,ARM,,2009 ARM,0,0,0,0,0,
ARMENIA,2010,2840,19,71.1,75.575,73.35,58.05,82.825,58.45,81.4,77.2,ARM,,2010 ARM,0,0,0,0,0,
AUSTRALIA,1995,20844,8.492,,,,,,,74.1,61.3,AUS,18071760,1995 AUS,0,0,0,0,0,
AUSTRALIA,1996,23088,8.533,,,,,,,75.4,64.1,AUS,18071760,1996 AUS,0,0,0,0,0,
AUSTRALIA,1997,22890,8.45,,,,,,,75.7,64.2,AUS,18071760,1997 AUS,0,0,0,0,0,
AUSTRALIA,1998,20225,7.733,,,,,,,75.3,63.7,AUS,18071760,1998 AUS,0,0,0,0,0,
AUSTRALIA,1999,21646,6.925,,,,,,,75.8,64.6,AUS,18071760,1999 AUS,0,0,0,0,0,
AUSTRALIA,2000,20730,6.267,56.875,64.325,60.45,28.25,75.625,46.275,76,65.1,AUS,18071760,2000 AUS,0,0,0,0,0,"As a developed nation growing more prominent in the world scene, Australia was certainly negatively affected by the dot com burst."
AUSTRALIA,2001,19317,6.767,57.35,65,61,28.05,76,48.5,76.2,64.6,AUS,18071760,2001 AUS,0,0,1,0,0,
AUSTRALIA,2002,21422,6.375,57.925,66.45,62,28.2,76.775,51.575,77,65.1,AUS,18071760,2002 AUS,0,0,0,0,0,
AUSTRALIA,2003,26938,5.942,58.975,67.2,62.875,29.35,77.775,52.325,76.9,66,AUS,18071760,2003 AUS,0,0,0,0,0,
AUSTRALIA,2004,32340,5.392,59.95,66.425,63.025,27.2,78.775,52.35,77.8,66.3,AUS,18071760,2004 AUS,0,0,0,0,0,
AUSTRALIA,2005,35635,5.058,62.1,67.025,64.45,29.15,79.575,56.025,78.1,67.3,AUS,18071760,2005 AUS,0,0,0,0,0,
AUSTRALIA,2006,37318,4.8,65.3,71.025,68.05,31.625,84.225,58.45,78.5,67.4,AUS,18071760,2006 AUS,0,0,0,0,0,
AUSTRALIA,2007,44655,4.367,65.9,73.175,69.4,34.475,84.75,60,78.7,67.1,AUS,18071760,2007 AUS,0,0,0,0,0,
AUSTRALIA,2008,48819,4.267,66.3,73.65,69.825,36.4,83.85,62.425,79.2,68.6,AUS,18071760,2008 AUS,0,0,0,0,0,
AUSTRALIA,2009,45249,5.592,63.025,64.125,63.55,28.925,76.4,60.4,80.1,69.8,AUS,18071760,2009 AUS,0,0,0,0,1,"As a developed nation growing more prominent in the world scene, Australia was certainly negatively affected by the financial crisis."
AUSTRALIA,2010,56098,5.225,60.55,61.55,61.025,25.7,74.75,53.75,80.5,70.6,AUS,18071760,2010 AUS,0,0,0,0,0,
AUSTRIA,1995,30044,3.917,,,,,,,80.4,72.9,AUT,7948278,1995 AUT,0,0,0,0,0,
AUSTRIA,1996,29497,4.333,,,,,,,80.7,73.1,AUT,7948278,1996 AUT,0,0,0,0,0,
AUSTRIA,1997,26114,4.367,,,,,,,80.7,73.5,AUT,7948278,1997 AUT,0,0,0,0,0,
AUSTRIA,1998,26780,4.483,60.8,67.225,64.05,34.3,78.725,36.275,81,73.6,AUT,7948278,1998 AUT,0,0,0,0,0,
AUSTRIA,1999,26598,3.933,63.425,69.125,66.275,40,80.325,38.8,81.2,73.8,AUT,7948278,1999 AUT,0,0,0,0,0,
AUSTRIA,2000,24045,3.6,64.225,70.075,67.15,41.1,80.85,41.675,81.2,74.2,AUT,7948278,2000 AUT,0,0,0,0,0,
AUSTRIA,2001,23854,3.6,65.4,70.825,68.125,41.8,81.425,45.725,81.7,74.6,AUT,7948278,2001 AUT,0,0,0,0,0,
AUSTRIA,2002,25769,4.2,66.2,69.975,68.075,40.675,81.525,47.85,81.6,74.9,AUT,7948278,2002 AUT,0,0,0,0,0,
AUSTRIA,2003,31341,4.3,65.7,69.675,67.7,39.625,81.125,49.625,81.9,75.1,AUT,7948278,2003 AUT,0,0,0,0,0,
AUSTRIA,2004,35720,4.9,65.55,69.7,67.65,39.4,81.025,50.95,82.5,75.4,AUT,7948278,2004 AUT,0,0,0,0,0,
AUSTRIA,2005,37143,5.2,66.55,70.275,68.375,40.5,81.7,52.725,82.5,75.6,AUT,7948278,2005 AUT,0,0,0,0,0,
AUSTRIA,2006,39339,4.8,67.275,71.375,69.35,42.1,82.45,54.55,83.1,75.9,AUT,7948278,2006 AUT,0,0,0,0,0,
AUSTRIA,2007,45246,4.4,68.475,72.125,70.3,44.6,83.35,55.05,83.1,76,AUT,7948278,2007 AUT,0,0,0,0,0,
AUSTRIA,2008,49915,3.8,68.975,73.125,71.05,44.7,84.3,56.45,83.3,76.5,AUT,7948278,2008 AUT,0,0,0,0,0,
AUSTRIA,2009,45991,4.8,67.9,69.5,68.725,39.6,82.4,55.45,83.5,76.6,AUT,7948278,2009 AUT,0,0,0,0,0,
AUSTRIA,2010,45306,4.4,66.925,69.375,68.15,38.8,81.55,56.25,83.5,76.9,AUT,7948278,2010 AUT,0,0,0,0,0,
AZERBAIJAN,1995,315,,,,,,,,81.9,73.8,AZE,,1995 AZE,0,0,0,0,0,
AZERBAIJAN,1996,409,,,,,,,,82,74.1,AZE,,1996 AZE,0,0,0,0,0,
AZERBAIJAN,1997,506,,,,,,,,82.3,74.5,AZE,,1997 AZE,0,0,0,0,0,
AZERBAIJAN,1998,541,,,,,,,,82.4,74.7,AZE,,1998 AZE,0,0,0,0,0,
AZERBAIJAN,1999,572,,,,,,,,82.5,74.9,AZE,,1999 AZE,0,0,0,0,0,
AZERBAIJAN,2000,648,,,,,,,,82.8,75.3,AZE,,2000 AZE,0,0,0,0,0,
AZERBAIJAN,2001,693,,,,,,,,82.9,75.4,AZE,,2001 AZE,0,0,0,0,0,
AZERBAIJAN,2002,749,,,,,,,,83,75.7,AZE,,2002 AZE,0,0,0,0,0,
AZERBAIJAN,2003,864,9.665,58.2,69.875,63.95,30.975,80.475,36.975,82.9,75.8,AZE,,2003 AZE,0,0,0,0,0,
AZERBAIJAN,2004,1019,8.387,58.2,69.45,63.725,30.475,80.5,37.825,83.8,76.7,AZE,,2004 AZE,0,0,0,0,0,
AZERBAIJAN,2005,1538,7.625,58.375,69.175,63.65,30.2,80.675,38.525,83.8,76.7,AZE,,2005 AZE,0,0,0,0,0,
AZERBAIJAN,2006,2415,6.829,58.55,68.85,63.625,29.825,81.15,38.075,84.2,77.1,AZE,,2006 AZE,0,0,0,0,0,
AZERBAIJAN,2007,3759,6.545,59.6,69.075,64.275,31.05,82,38.175,84.4,77.4,AZE,,2007 AZE,0,0,0,0,0,
AZERBAIJAN,2008,5213,6.072,60.25,69.55,64.8,31.3,83.025,38.175,84.3,77.6,AZE,,2008 AZE,0,0,0,0,0,
AZERBAIJAN,2009,4933,6.048,59.85,68.325,64,30.425,81.975,38.95,84.5,77.7,AZE,,2009 AZE,0,0,0,0,0,
AZERBAIJAN,2010,5847,6.048,59.725,68.15,63.875,30.2,81.775,39.75,84.7,78,AZE,,2010 AZE,0,0,0,0,0,
BAHAMAS,1995,14599,10.9,,,,,,,79.9,73.3,BHS,,1995 BHS,0,0,0,0,0,
BAHAMAS,1996,15163,11.51,,,,,,,80.1,73.6,BHS,,1996 BHS,0,0,0,0,0,
BAHAMAS,1997,17206,9.779,,,,,,,80.5,74.1,BHS,,1997 BHS,0,0,0,0,0,
BAHAMAS,1998,18247,7.743,,,,,,,80.8,74.6,BHS,,1998 BHS,0,0,0,0,0,
BAHAMAS,1999,20203,7.796,,,,,,,81,74.8,BHS,,1999 BHS,0,0,0,0,0,
BAHAMAS,2000,20894,7,,,,,,,81.2,75.1,BHS,,2000 BHS,0,0,0,0,0,
BAHAMAS,2001,21201,6.9,,,,,,,81.5,75.6,BHS,,2001 BHS,0,0,0,0,0,
BAHAMAS,2002,22311,9.1,,,,,,,81.3,75.7,BHS,,2002 BHS,0,0,0,0,0,
BAHAMAS,2003,21971,10.8,,,,,,,81.3,75.8,BHS,,2003 BHS,0,0,0,0,0,
BAHAMAS,2004,22124,10.2,,,,,,,81.9,76.5,BHS,,2004 BHS,0,0,0,0,0,
BAHAMAS,2005,23714,10.2,59.575,71.25,65.45,41.9,77.375,45.475,82,76.7,BHS,,2005 BHS,0,0,0,0,0,
BAHAMAS,2006,24215,7.6,61.45,72.775,67.15,43.525,78.8,48.15,82.4,77.2,BHS,,2006 BHS,0,0,0,0,0,
BAHAMAS,2007,24988,7.9,63.175,74.65,68.975,45.425,80.275,51.3,82.7,77.4,BHS,,2007 BHS,0,0,0,0,0,
BAHAMAS,2008,24482,8.7,64.3,75.85,70.1,46.65,80.95,53.75,82.7,77.6,BHS,,2008 BHS,0,0,0,0,0,
BAHAMAS,2009,22649,14.2,65.15,75.4,70.325,45.975,80.775,56.075,82.8,77.8,BHS,,2009 BHS,0,0,0,0,0,
BAHAMAS,2010,22556,13.95,66.125,76.025,71.1,46.25,81.475,57.675,83,78,BHS,,2010 BHS,0,0,0,0,0,
BAHRAIN,1995,10083,,,,,,,,80.1,75,BHR,,1995 BHR,0,0,0,0,0,
BAHRAIN,1996,10167,,,,,,,,80.2,75.1,BHR,,1996 BHR,0,0,0,0,0,
BAHRAIN,1997,10242,,,,,,,,80.4,75.4,BHR,,1997 BHR,0,0,0,0,0,
BAHRAIN,1998,9660,,40.475,71.75,55.975,28.4,70.025,39.025,80.3,75.4,BHR,,1998 BHR,0,0,0,0,0,
BAHRAIN,1999,10026,,40.975,71.1,55.9,27.225,69.95,39.35,80.5,75.5,BHR,,1999 BHR,0,0,0,0,0,
BAHRAIN,2000,11890,,41.65,71.525,56.45,27.625,70.5,38.925,80.6,75.5,BHR,,2000 BHR,0,0,0,0,0,
BAHRAIN,2001,11720,,41.5,71.425,56.325,26.25,70.55,38.225,81,75.9,BHR,,2001 BHR,0,0,0,0,0,
BAHRAIN,2002,12127,,42.925,72.25,57.475,26.45,71.575,39.175,81.1,76.2,BHR,,2002 BHR,0,0,0,0,0,
BAHRAIN,2003,13726,,44.275,73.375,58.75,25.35,72.875,41.3,81.2,76.5,BHR,,2003 BHR,0,0,0,0,0,
BAHRAIN,2004,15601,,45.25,73.7,59.4,26.825,73.45,39.4,81.3,76.6,BHR,,2004 BHR,0,0,0,0,0,
BAHRAIN,2005,18324,,46.1,74.225,60.1,24.975,74.05,41.575,81.6,76.8,BHR,,2005 BHR,0,0,0,0,0,
BAHRAIN,2006,21156,,47.425,74.6,60.975,24.25,75.275,42.275,81.9,77.2,BHR,,2006 BHR,0,0,0,0,0,
BAHRAIN,2007,24171,,47.85,74.9,61.4,23.975,75.55,42.425,81.8,77.1,BHR,,2007 BHR,0,0,0,0,0,
BAHRAIN,2008,28416,,48.7,74.975,61.85,23.55,76.15,42.775,82.3,77.7,BHR,,2008 BHR,0,0,0,0,0,
BAHRAIN,2009,18563,,48.95,73.525,61.275,22.925,75.425,42.225,82.7,77.8,BHR,,2009 BHR,0,0,0,0,0,
BAHRAIN,2010,19420,,48.125,70.925,59.55,20.35,73.325,42.3,82.8,78.4,BHR,,2010 BHR,0,0,0,0,0,
BANGLADESH,1995,337,,,,,,,,74.5,65.3,BGD,,1995 BGD,0,0,0,0,0,
BANGLADESH,1996,346,,,,,,,,74.7,66.1,BGD,,1996 BGD,0,0,0,0,0,
BANGLADESH,1997,355,,,,,,,,75.1,66.4,BGD,,1997 BGD,0,0,0,0,0,
BANGLADESH,1998,359,,,,,,,,75.2,66.1,BGD,,1998 BGD,0,0,0,0,0,
BANGLADESH,1999,366,,49.025,62.45,55.55,34.95,72.3,19.375,75.2,66.4,BGD,,1999 BGD,0,0,0,0,0,
BANGLADESH,2000,368,,49.725,63.05,56.225,33.525,72.975,22.175,75.9,67.4,BGD,,2000 BGD,0,0,0,0,0,
BANGLADESH,2001,362,,49.775,62.95,56.2,30.675,73.075,23.475,76.4,68.1,BGD,,2001 BGD,0,0,0,0,0,
BANGLADESH,2002,374,,49.85,62.95,56.225,28.5,73.025,25.6,76.7,68.4,BGD,,2002 BGD,0,0,0,0,0,
BANGLADESH,2003,404,,50.9,63.45,57.025,26.85,73.7,28.95,76.7,68.4,BGD,,2003 BGD,0,0,0,0,0,
BANGLADESH,2004,432,,50.7,63.15,56.75,23.6,73.625,31.05,76.9,68.6,BGD,,2004 BGD,0,0,0,0,0,
BANGLADESH,2005,440,,50.975,63.15,56.9,21.825,73.7,33,76.9,68.6,BGD,,2005 BGD,0,0,0,0,0,
BANGLADESH,2006,464,,51.15,63.75,57.3,21.65,74.175,33.575,77.4,69,BGD,,2006 BGD,0,0,0,0,0,
BANGLADESH,2007,520,,50.9,64.025,57.325,20.975,74.575,33.075,77.3,69.2,BGD,,2007 BGD,0,0,0,0,0,
